Gare;Date/Heure;Catégorie;Nom de la Source;Annonce restranscrite par ECHO;Annonce réelle;Durée en sec;Nom du mp3
Aéroport Charles de Gaulle 1;Thu, 31 Aug 2023 13:50:16;SPI;Direct;Madame Monsieur Bonjour bienvenue en gare je vous informe que actuellement on le la station donc RER de l aéroport Charles de Gaulle un n est pas desservie jusqu à 14h30 en raison de la découverte de affaires oubliées en ce même lieu Retrouvez toutes les informations liées à cet événement sur l Appli Île de France Mobilités sur les sites anciens comratp fr SNCF connaît et sur votre appli de Mobilités Je vous remercie pour votre attention;Madame Monsieur Bonjour bienvenue en gare je vous informe qu' actuellement on la station RER 1 de l aéroport Charles de Gaulle un n est pas desservie jusqu à 14h30 en raison de la découverte de affaires oubliées en ce même lieu Retrouvez toutes les informations liées à cet événement sur l Appli Île de France Mobilités sur les sites Transilien.com, ratp.com, SNCF connect et sur votre appli de mobilités. Je vous remercie pour votre attention;30,36;0087001479-DCT-20230831-135016-85bd6f2f-b7c5-4257-bb99-9bd61cf4f36a.mp3
Aéroport Charles de Gaulle 1;Thu, 31 Aug 2023 20:56:10;SPI;Direct;Madame Monsieur votre attention s il vous plaît en raison d une procédure de à faire oublier voie 21 23 je vous demanderai de vous diriger vers le hall de la gare;Madame Monsieur votre attention s il vous plaît en raison d une procédure d'affaire oubliées voie 21 23 je vous demanderai de vous diriger vers le hall de la gare;9,8;0087271460-DCT-20230831-205610-54294f59-99bc-4330-9c93-a17e496662cd.mp3
Aéroport Charles de Gaulle 1;Thu, 31 Aug 2023 20:57:36;SPI;Direct;Madame Monsieur votre attention s il vous plaît horizon d une procédure de à faire oublier en gare voie 21 je vous demanderai de vous diriger vers le hall de la gare Merci;Madame Monsieur votre attention s il vous plaît en raison d une procédure d'affaire oublier en gare voie 21 je vous demanderai de vous diriger vers le hall de la gare Merci;12,65;0087271460-DCT-20230831-205736-9e22332b-8406-406c-8e47-b60d0f5e7afd.mp3
Aéroport Charles de Gaulle 1;Thu, 31 Aug 2023 21:07:06;SPI;Direct;Madame Monsieur votre attention s il vous plaît je vous rappelle que suite à une procédure de à faire oublier à Roissy Charles de Gaulle un aucun train ne circule dans votre gare jusqu à 21h50 environ 2 se fait J invite tous les voyageurs encore hacker de se rendre vers les portes de sortie s il vous plaît;Madame Monsieur votre attention s il vous plaît je vous rappelle que suite à une procédure d'affaire oublier à Roissy Charles de Gaulle un aucun train ne circule dans votre gare jusqu à 21h50 environ de ce fait J invite tous les voyageurs encore à quai de se rendre vers les portes de sortie s il vous plaît;19,94;0087001479-DCT-20230831-210705-5ce1b88d-fbcb-488f-854c-b44b94d49280.mp3
Paris Gare de Lyon RER;Sun, 27 Aug 2023 22:15:39;SPI;Direct;Madame Monsieur prochain train qui était à l approche à la voie Cat c est un train sopa pour créer prochain train pour le nord de la ligne un train sopa pour créer au départ de la voie 2 un train ropo pour Corbeil essonnes;Madame Monsieur prochain train qui était à l approche à la voie 4 est un train sopa pour Creil prochain train pour le nord de la ligne un train sopa pour Creil au départ de la voie 2 un train ropo pour Corbeil essonnes;11,87;0087686030-DCT-20230827-221539-43d39b6b-83cc-4cfc-aacb-0c5947a5b3dc.mp3
Paris Gare de Lyon RER;Fri, 01 Sep 2023 09:42:56;SPI;Direct;Madame Monsieur votre attention s il vous plaît voie 4 voie 4 le train actuellement à quai sera maintenu Un petit instant nous reviendrons rapidement vers vous C est train actuellement à qui il sera maintenu à un petit moment À qui Merci;Madame Monsieur votre attention s il vous plaît voie 4 voie 4 le train actuellement à quai sera maintenu Un petit instant nous reviendrons rapidement vers vous Ce train actuellement à quai sera maintenu à un petit moment à quai Merci;14,09;0087686030-DCT-20230901-094256-d564dda4-da73-4592-a377-fa716a9f2ff0.mp3
Paris Gare du Nord;Thu, 24 Aug 2023 12:04:48;SPI;Direct;Attention s il vous plaît je reviens vers les joueurs de Meaux emprunter initialement le TGV à destination Damien les par prévu à 11h31 nous à la voie numéro 18 nous sommes contraints de supprimer ce TER Pour les voyageurs destination Damien Départ prévu initialement à 11h31 Nous sommes contraints de supprimer C était heures toujours en conséquence d un incident d alimentation électrique entre Creil et Clermont de l Oise;Faites attention s il vous plaît je reviens vers les voyageurs qui doivent emprunter initialement le TER à destination Damien les par prévu à 11h31 nous à la voie numéro 18 nous sommes contraints de supprimer ce TER Pour les voyageurs destination Damien Départ prévu initialement à 11h31 Nous sommes contraints de supprimer ce TER toujours en conséquence d un incident d alimentation électrique entre Creil et Clermont de l Oise;23,55;0087271007-VOX@NET_GL1-20230824-120448-a571ecd7-6a78-4d19-b40f-4e97c4449c84.mp3
Paris Gare du Nord;Thu, 24 Aug 2023 13:02:03;SPI;Direct;Mesdames Messieurs un défaut d alimentation électrique entre Creil Clermont De l Oise Compiègne Tergnier impact les circulations La circulation est donc interrompue sur l axe Paris Amiens Compiègne est ternie l ordre prix estimé sur l axe créer Amiens et de est à 16h30 et pour l axe Compiègne dernier 14 h Merci pour votre attention;Mesdames Messieurs un défaut d alimentation électrique entre Creil Clermont De l Oise Compiègne Tergnier impact les circulations La circulation est donc interrompue sur l'axe Paris Amiens Compiègne et Terny l'heure de reprise est estimé sur l'axe créer Amiens et de est à 16h30 et pour l axe Compiègne dernier 14 h Merci pour votre attention;32,87;0087271007-VOX@NET_GL1-20230824-130203-4e76f6bf-88dc-4481-9d76-00da7c7a6418.mp3
Paris Gare du Nord;Thu, 24 Aug 2023 15:42:28;SPI;Direct;Madame Monsieur suite à l arbre sur les bois et un défaut d alimentation électrique Le TER pour Amiens privé R 16 4 et le TGV 1 Juste ton chauffeur privé à 16h07 seront affichés tardivement Je vous prie de rester à l écoute des annonces;Madame Monsieur suite à l arbre sur les voies et un défaut d alimentation électrique Le TER pour Amiens privé R 16 4 et le TGV 1 Juste ton chauffeur privé à 16h07 seront affichés tardivement Je vous prie de rester à l écoute des annonces;21,66;0087271007-VOX@NET_GL1-20230824-154228-c188da3d-1977-4b49-aebd-b3144df2880a.mp3
Paris Gare du Nord;Thu, 24 Aug 2023 15:50:14;SPI;Direct;Madame Monsieur suite à l arbre sur les bois et un défaut d alimentation électrique Le thé vert pour Amiens prévu à 16 4 et le thé vert pour Saint Just En chaussée privé à 16h07 seront affichés tardivement Je vous prie de rester à l écoute des annonces;Madame Monsieur suite à l arbre sur les bois et un défaut d alimentation électrique Le TER pour Amiens prévu à 16 4 et le TER pour Saint Just En chaussée privé à 16h07 seront affichés tardivement Je vous prie de rester à l écoute des annonces;21,65;0087271007-VOX@NET_GL1-20230824-155014-0319dd41-86c9-4ff7-a11c-213e4318aabf.mp3
Paris Gare du Nord;Thu, 24 Aug 2023 16:02:50;SPI;Direct;Madame Monsieur Initialement 16 requêtes partira avec 45 Min de retard de la voie numéro 16 Il desservira créer Clermont de l Oise Saint Jules Longueau et Amiens Le tr prévu pour Saint jusqu à 16h00 Cet partira avec un Minutes et desservira horribles Chantilly Gouvieux Creil Laignes Viviancours Ntini Clermont de l Oise et Saint Ju;Madame Monsieur le TER prévu Initialement à 16h04  partira avec 45 Min de retard de la voie numéro 16 Il desservira Creil, Clermont de l Oise Saint Jules Longueau et Amiens Le TER prévu pour Saint  à 16h00 Cet partira avec un Minutes et desservira horribles Chantilly Gouvieux Creil Laignes Viviancours Ntini Clermont de l Oise et Saint Ju;33;0087271007-VOX@NET_GL1-20230824-160250-ec08f6b2-b770-4b17-bc24-c2bf217c46f5.mp3
Paris Gare du Nord;Thu, 24 Aug 2023 17:11:02;SPI;Direct;Voie numéro 6 le TER situé à l accès aux voyageurs Vous êtes invité à prendre place dans le TER Situées en tête de quai le TER;Voie numéro 6 le TER situé à l accès aux quais ne prend pas de  voyageurs Vous êtes invité à prendre place dans le TER Situées en tête de quai le TER situé à l'accés au quais ne prend pas de voyageurs;14,31;0087271007-VOX@NET_GL1-20230824-171102-5fe3bfe6-39a6-4034-ae53-66b6078c0b85.mp3
Paris Gare du Nord;Thu, 24 Aug 2023 17:13:48;SPI;Direct;Numéro 6 le TER pour mon bébé je prévu initialement 17h19 subi un retard probable de 10 Min au départ suite aux conditions météorologiques;Voie numéro 6 le TER pour Montberg prévu initialement 17h19 subi un retard probable de 10 Min au départ suite aux conditions météorologiques;11,97;0087271007-VOX@NET_GL1-20230824-171348-6a416b95-a9ce-4733-a152-843979a3b86c.mp3
Paris Gare du Nord RER;Fri, 25 Aug 2023 17:30:21;SPI;Direct;Cloche INFO trafic à Monsieur Bonjour et bienvenue à Paris Gare du Nord Il est 17h30 et enfin ensemble un point sur ce qui vous attend sur ebay aider les aura affichée sont respectés Même chose côté correspondances métro 2 4 et 5 avec la ligne E et h parlons travaux le trafic interrompu entre gare du Nord aéroport Charles de Gaulle 2 Mitry à partir de 20h45 la gare de Bayonne la reine et arcueil le trafic interrompu Trop beau la reine et Robinson sur la ligne D le trafic interrompu entre Paris gare de Lyon et Creil à partir de 23h20 Il est interrompue entre Paris gare de Lyon et Creil à partir du samedi à 22h00 au dimanche à 08h50 Pour plusieurs renseignements je vous invite à vous rendre sur l Appli de France Mobilités et c est transilien comratp fr SNCF Codec Autres applis 2 mobilités; Flash info trafic, madame, monsieur, Bonjour et bienvenue à Paris Gare du Nord Il est 17h30 et enfin ensemble un point sur ce qui vous attend sur B et D les horaires affichée sont respectés Même chose côté correspondances métro 2 4 et 5 avec la ligne E et h parlons travaux le trafic interrompu entre gare du Nord aéroport Charles de Gaulle 2 Mitry à partir de 20h45 la gare de Bayonne n'est pas déservie et arcueil le trafic interrompu Trop beau la reine et Robinson sur la ligne D le trafic interrompu entre Paris gare de Lyon et Creil à partir de 23h20 Il est interrompue entre Paris gare de Lyon et Creil à partir du samedi à 22h00 au dimanche à 08h50 Pour plusieurs renseignements je vous invite à vous rendre sur l appli de Ile-de-France Mobilités, Transilien. com,  ratp.fr SNCF connect et les  autres applis de mobilités;53,88;0087271023-DCT-20230825-173021-b830f9d9-8db1-4664-84fd-716e2b7fed38.mp3
Paris Gare du Nord ;Wed, 30 Aug 2023 15:14:20;SPI;Direct;Mesdames Messieurs votre attention s il vous plaît Le retard numéro 9039 départ 15h13 pour Londres Saint Pancras International va partir embarquement immédiat voie numéro 3 Les dizaines Attention places euro Need at No immédiate boarding plateforme;Mesdames Messieurs votre attention s il vous plaît l'eurostar numéro 9039 départ 15h13 pour Londres Saint Pancras International va partir embarquement immédiat voie numéro 3 Les dizaines Attention places euro Need at No immédiate boarding plateforme;27,62;0087271007-VOX@NET_TM1-20230830-151420-081006ca-d0e9-47b3-abab-c9f615f1410a.mp3
Paris Gare du Nord transmanche;Wed, 30 Aug 2023 22:23:35;SPI;Direct;Mesdames Messieurs j informe les voyageurs du TER ou de France à destination de créer Départ prévu à 22h34 initialement qu en raison de la présence d un bagage délaissé Votre train est retenu à l affichage retard sera sur moins prévoir Nous invitons les voyageurs soient 100 souhaitant se rendre à Orry Chantilly Creil à prendre place dans le TER de France à destination de Amiens Départ 22h28 à la voie numéro 17 Merci de votre attention;Mesdames Messieurs j informe les voyageurs du TER ou de France à destination de Creil Départ prévu à 22h34 initialement qu en raison de la présence d un bagage délaissé Votre train est retenu à l affichage retard sera surrement à moins prévoir Nous invitons les voyageurs  souhaitant se rendre à Orry Chantilly Creil à prendre place dans le TER de France à destination de Amiens Départ 22h28 à la voie numéro 17 Merci de votre attention;27,21;0087271007-VOX@NET_GL1-20230830-222335-74da8109-68f7-4699-aeae-213fd080cf1d.mp3
Paris Gare du Nord transmanche;Thu, 31 Aug 2023 07:27:49;SPI;Direct;Matériel suite à la prise en charge d une personne malade nous contraint à retarder l affichage 49 je vous prie;Mesdames, Monsieurs, l'attente du matériel suite à la prise en charge d une personne malade nous contraint à retarder l affichage du Ter prévu pour Creil prévu 07h 49 je vous prie de rester à l'écoute des annonces.;17,32;0087271007-VOX@NET_GL1-20230831-072749-30c72353-6bf8-4bc4-bb07-70ef9bbff5b9.mp3
Paris Gare du Nord RER;Sun, 03 Sep 2023 13:37:32;SPI;Direct;Madame Monsieur à la voie de votre train est maintenu à quai en raison d un incident de signalisation dans le secteur de Paris gare du Nord Je reviens vers vous dès que j ai plus d informations Merci de votre écoute;Madame Monsieur à la voie 2 votre train est maintenu à quai en raison d un incident de signalisation dans le secteur de Paris gare du Nord Je reviens vers vous dès que j ai plus d informations Merci de votre écoute;9,77;0087686030-DCT-20230903-133732-db726b02-b867-499c-aa30-297eaa825d48.mp3
Paris Gare du Nord RER;Sun, 03 Sep 2023 12:18:20;SPI;Direct;Votre attention s il vous plaît pour les voyageurs empruntant le TGV à destination de Amiens départ prévu initialement à 12h04 à la voie numéro 16 Une avarie survenue sur le matériel nous contraint de reporter votre départ d environ 30 Min Une avarie concernant le matériel nous contraint de reporter votre départ d environ 30 Min pour votre terrain Destination Damien;Votre attention s il vous plaît pour les voyageurs empruntant le TER à destination de Amiens départ prévu initialement à 12h04 à la voie numéro 16 Une avarie survenue sur le matériel nous contraint de reporter votre départ d environ 30 Min Une avarie concernant le matériel nous contraint de reporter votre départ d environ 30 Min pour votre Ter à destination d'Amiens;23,15;0087271007-VOX@NET_GL1-20230903-121820-e5587709-adee-43d2-8789-944654e7817a.mp3
Paris Gare du Nord transmanche;Sun, 03 Sep 2023 12:58:10;SPI;Direct;Pour les voyageurs Départ 13h07 votre départ s effectuera depuis la voie numéro 11 Le télé réalisation de Saint Jean chaussée Départ 13h07 partira de la voie 11;Pour les voyageurs du TER  Saint-Just-en-Chaussée départ 13h07 votre départ s effectuera depuis la voie numéro 11 Le TER de Saint-Just-en-Chaussée Départ 13h07 partira de la voie 11;11,86;0087271007-VOX@NET_GL1-20230903-125810-bfd7a097-0694-4908-aeaa-6da37b4aa6b6.mp3
Paris Gare du Nord transmanche;Sun, 03 Sep 2023 16:12:03;SPI;Direct;Madame Monsieur votre Htel à destination de l an départ initialement prévu 15h58 est en place sur la voie 8 Son retard a été réévalué à 20 Min Donc je répète le retard de votre TGV à destination de l an est actuellement de 20 Min au départ Merci de votre attention;Madame Monsieur votre TER à destination de Landes départ initialement prévu 15h58 est en place sur la voie 8 Son retard a été réévalué à 20 Min Donc je répète le retard de votre TER à destination de Landes est actuellement de 20 Min au départ Merci de votre attention;22,59;0087271007-VOX@NET_GL1-20230903-161203-f76e0cb6-4edd-4f37-ac64-2ed042067800.mp3
Paris Gare du Nord RER;Mon, 04 Sep 2023 11:59:08;SPI;Direct;Salut international informer les voyageurs à destination de Amsterdam et Bruxelles Départ prévu 12h21 tu brutalise sont actuellement en cours de préparation hier et sont affichés dans quelques minutes Les Thalys à destination d Amsterdam de Bruxelles départ 12h21 sont en cours de préparation hier ils vont être affichée dans quelques minutes International;Service international informe les voyageurs à destination de Amsterdam et Bruxelles Départ prévu 12h21 que vos Talys sont actuellement en cours de préparation en gare et sont affichés dans quelques minutes Les Thalys à destination d Amsterdam de Bruxelles départ 12h21 sont en cours de préparation  en gare et vont etre affiché dans quelques minutes;25,5;0087271007-VOX@NET_GL1-20230904-115908-69088419-d7a6-4fa4-8d27-3c6b6159f295.mp3
Paris Gare du Nord RER;Fri, 01 Sep 2023 16:26:57;SPI;Direct;Mesdames Messieurs votre téléphone à destination de Calvi Le départ 16h31 est en place sur la voie 8 Il partira avec un retard estimé de 10 Min en raison de sa préparation tardive en gare Merci de votre attention;Mesdames Messieurs votre téléphone à destination de Calvi Le départ 16h31 est en place sur la voie 8 Il partira avec un retard estimé de 10 Min en raison de sa préparation tardive en gare Merci de votre attention;19,37;0087271007-VOX@NET_GL1-20230901-162657-738e02ec-869c-4f89-bef9-874993676fba.mp3
Paris Austerlitz;Fri, 01 Sep 2023 21:03:52;SN;Direct;On se personnel annonce personnel, le petit Sébastien, Volker, le petit Sébastien Volker est attendu par sa maman face à la voie numéro 16. Merci.;Annonce personnel, annonce personnel, le petit Sébastien, Volker, le petit Sébastien Volker est attendu par sa maman face à la voie numéro 16. Merci.;11,06;0087547000-COE-20230901-210352-fd2a748e-04da-4333-8603-fb3fd73a5f92
Paris Austerlitz;Sat, 02 Sep 2023 12:15:20;SN;Direct;Est-ce que votre attention, s'il vous plaît, nous venons de procéder à l'affichage du train Intercités 3635 à destination de Cahors. Nous vous informons que ce train partira à 12h41 de la voie numéro 3. Merci de préparer vos titres de transport ainsi que les justificatifs éventuels de réduction avant d'accéder à la voie numéro 3. Mesdames, Messieurs, merci de votre attention.;Madame, Monsieur votre attention, s'il vous plaît, nous venons de procéder à l'affichage du train Intercités 3635 à destination de Cahors. Nous vous informons que ce train partira à 12h41 de la voie numéro 3. Merci de préparer vos titres de transport ainsi que les justificatifs éventuels de réduction avant d'accéder à la voie numéro 3. Mesdames, Messieurs, merci de votre attention.;29,73;0087547000-COE-20230902-121520-d72ed3e3-6f17-45b9-9c29-d10163041529
Paris Austerlitz;Sat, 02 Sep 2023 14:30:26;SN;Direct;Mais là Messieurs, Bonjour à tous, je vous informe que votre prochain train Mona pour Massy Palaiseau un ce train Mona effectuera son départ de la voie. Une départ dans 9 Min. Merci.;Mesdames, Messieurs, Bonjour à tous, je vous informe que votre prochain train Mona pour Massy Palaiseau un ce train Mona effectuera son départ de la voie 1. Une départ dans 9 Min. Merci.;10,34;0087547000-DCT-20230902-143026-28312fa1-f19a-4ab4-9b1a-85fb0a0a24e1
Paris Austerlitz;Sat, 02 Sep 2023 18:55:04;SN;Direct;Envoie en ce train, ne prend pas de voyageurs, merci de descendre de voiture. Assurez-vous de n'avoir rien oublier à votre place. Voie 20. Ce train ne prend pas de voyageur iPad au garage Madame Monsieur, merci de votre attention.;Voie 20, ce train ne prend pas de voyageurs, merci de descendre de voiture. Assurez-vous de n'avoir rien oublier à votre place. Voie 20. Ce train ne prend pas de voyageur il part au garage  Madame Monsieur, merci de votre attention.;16,13;0087547000-COE-20230902-185504-7876f988-a451-4a24-ad77-531965eba1d6.mp3
Paris Austerlitz;Sat, 02 Sep 2023 22:12:14;SN;Direct;Sur la voie de Madame Monsieur, départ imminent d'un train Romy, destination pont de Rungis, aéroport d'Orly, voie de départ imminent du train Romy destination pont de Rungis aéroport d'Orly. Contrairement à l'annonce précédente, le tient le train pardon dans son intégralité, partira.;Sur la voie 2 Madame Monsieur, départ imminent d'un train Romy, destination pont de Rungis, aéroport d'Orly, voie de départ imminent du train Romy destination pont de Rungis aéroport d'Orly. Contrairement à l'annonce précédente, le tient le train pardon dans son intégralité, partira.;13,32;0087547000-DCT-20230902-221214-3d3c0cd3-2953-423e-9ded-5082ba869a6d.mp3
Paris Gare du Nord RER;Sat, 02 Sep 2023 00:45:26;SN;Direct;Aller voir Madame Monsieur l'Avocat en 2, je vous informe que vous avez entré en direction de Robinson et à la voie 44 un train direction de Massy Palaiseau. Le premier départs, se faire de secteur de la voie 44, premier départ voie 44.;A la voie 42,Madame, Monsieur, à la voie 42 , je vous informe que vous avez entré en direction de Robinson et à la voie 44 un train direction de Massy Palaiseau. Le premier départs, se faire de secteur de la voie 44, premier départ voie 44.;12,67;0087271023-DCT-20230902-004526-7813b296-f22d-499d-ba72-fec53a724cab.mp3
Paris Gare du Nord RER;Sat, 02 Sep 2023 00:22:14;SN;Direct;Alors à la voie 42, le train qui était en direction de Saint-Rémy-Lès-Chevreuse à la voie 42 à la voie 42. Ce train est en direction 200000 et je suis heureuse.;à la voie 42, à la voie 42, le train qui était en direction de Saint-Rémy-Lès-Chevreuse à la voie 42 à la voie 42. Ce train est en direction de Saint-Rémy-Lès-Chevreuse;8,17;0087271023-DCT-20230902-002214-05e1de1b-dfb9-43d4-9aaf-613f8e05dba4.mp3
Paris Gare du Nord RER;Sat, 02 Sep 2023 06:41:05;SN;Direct;Voilà 43. Le train tellement quai, un train pour le prochain, le De Gaulle 2 sera direct jusqu'à Aulnay sous bois, puis direct jusqu'à l'aéroport Charles de Gaulle. Un.;Voie 43. Le train actuellement à quai, un train pour aéroport charles De Gaulle 2 sera direct jusqu'à Aulnay sous bois, puis direct jusqu'à l'aéroport Charles de Gaulle 1;9,15;0087271023-DCT-20230902-064105-0486f839-f00e-4116-9495-7b10a4c02a42.mp3
Aéroport Charles de Gaulle 1;Thu, 10 Aug 2023 08:15:29;SN;Direct;Lash INFO trafic, ligne B, Madame Monsieur, Bonjour et bienvenue en gare idée. 08h15, excusez-moi l'heure pour moi de vous faire un point sur la circulation. Actuellement, le trafic est fluide sur l'ensemble de la ligne mais je vous rappelle que le samedi 12, le dimanche 13, le lundi 14 août, le trafic est interrompu entre Paris gare du Nord et mitry Claye et également entre Paris Gare du Nord et Aulnay-sous-Bois en direction de l'aéroport Roissy-Charles-de-Gaulle. De si vous le pouvez donc ce week-end, je vous invite à reporter votre voyage pour sur dans réel d'évolution de votre ligne. Je vous invite à consulter les applications Île-de-France Mobilités. Les sites detransfert.comratp.fr SNCF connectant votre appli de Mobilités, je vous souhaite à tous et à toutes une agréable journée, un bon voyage.;Fash INFO trafic, ligne B, Madame Monsieur, Bonjour et bienvenue en gare il est 08h15, excusez-moi l'heure pour moi de vous faire un point sur la circulation. Actuellement, le trafic est fluide sur l'ensemble de la ligne mais je vous rappelle que le samedi 12, le dimanche 13, le lundi 14 août, le trafic est interrompu entre Paris gare du Nord et mitry Claye et également entre Paris Gare du Nord et Aulnay-sous-Bois en direction de l'aéroport Roissy-Charles-de-Gaulle 2, si vous le pouvez donc ce week-end, je vous invite à reporter votre voyage pour suivre en temps réel d'évolution de votre ligne. Je vous invite à consulter les applications Île-de-France Mobilités. Les sites  transilien.com, ratp.fr, sncf.connect ou vos applis de mobilités, je vous souhaite à tous et à toutes une agréable journée, un bon voyage.;53.07;0087001479-DCT-20230810-081529-468ca229-718b-4244-b0bb-bfc60a365a77.mp3
Aéroport Charles de Gaulle 1;Thu, 10 Aug 2023 09:15:49;SN;Direct;Ah infotrafic ligne B, Madame Monsieur, Bonjour et bienvenue en gare I 09h15, L'heure pour moi de vous faire un point sur la circulation. Actuellement le trafic est fluide sur l'ensemble de la ligne et je vous rappelle que le samedi 12, le dimanche 13 et lundi 14 août, le trafic est interrompu entre Paris gare du Nord et mitry Claye et entre Paris Gare du Nord et Aulnay-sous-Bois en direction de l'aéroport Roissy-Charles-de-Gaulle. 2 donc si vous le pouvez ce week-end là, je vous invite à limiter votre déplacement pour suivre en temps réel l'évolution. De votre ligne, je vous invite à consulter les applications Île-de-France mobilités, les site transilien.comratp.fr, SNCF Connect ou votre appli de mobilités. Je vous souhaite à tous et à toutes une agréable journée. Un bon voyage.;Flash info trafic ligne B, Madame Monsieur, Bonjour et bienvenue en gare il est 09h15, L'heure pour moi de vous faire un point sur la circulation. Actuellement le trafic est fluide sur l'ensemble de la ligne et je vous rappelle que le samedi 12, le dimanche 13 et lundi 14 août, le trafic est interrompu entre Paris gare du Nord et mitry Claye et entre Paris Gare du Nord et Aulnay-sous-Bois en direction de l'aéroport Roissy-Charles-de-Gaulle. 2 donc si vous le pouvez ce week-end là, je vous invite à limiter votre déplacement pour suivre en temps réel l'évolution. De votre ligne, je vous invite à consulter les applications Île-de-France mobilités, les site transilien.comratp.fr, SNCF Connect ou votre appli de mobilités. Je vous souhaite à tous et à toutes une agréable journée. Un bon voyage.;43.73;0087001479-DCT-20230810-091549-f2b45264-951d-4f70-92bd-2c8eac8c7786.mp3
Aéroport Charles de Gaulle 1;Thu, 10 Aug 2023 09:57:38;SN;Direct;Vraiment ? T'es une voie. 21. Je vous rappelle que le train actuellement à quai et terminus son prochain départ se fera en direction des voies de garage pour votre sécurité. Je vous invite donc à vous éloigner de la bordure du quai pour les voyageurs souhaitant se rendre à l'aéroport Roissy Charles de Gaulle 2 un autre train sera mise à quai dans quelques instants à la voie 23 pour votre sécurité, je vous invite donc à vous éloigner de la bordure du quai. Merci.; Voie. 21, voie. 21, je vous rappelle que le train actuellement à quai et terminus son prochain départ se fera en direction des voies de garage pour votre sécurité. Je vous invite donc à vous éloigner de la bordure du quai pour les voyageurs souhaitant se rendre à l'aéroport Roissy Charles de Gaulle 2 un autre train sera mise à quai dans quelques instants à la voie 23 pour votre sécurité, je vous invite donc à vous éloigner de la bordure du quai. Merci.;25,24;0087271460-DCT-20230810-095738-092124a0-40b9-4a15-85f9-c5588c74f9e7.mp3
Paris Gare du Nord RER;Tue, 08 Aug 2023 10:02:13;SN;Direct;Ouais, 41 Messieurs, dames voyageurs de la ligne D, Je vous informe que tout vos prochains trains partiront de la voie 43, même quai voie d'en face. Je répète tout, vos prochains trains partiront de la voie 43, même quai voie d'en face. Le train actuellement à quai voie 41 est maintenu en gare en raison d'une intervention de pompiers. Elle fait suite à un malaise voyageur actuellement en cours, ce train ne partira pas. Tant que cette intervention sera en cours, je vous invite donc à vous reporter voie d'en face voie 43 pour tout vos prochain départ de la ligne D.;Voie 41, messieurs, dames voyageurs de la ligne D, Je vous informe que tout vos prochains trains partiront de la voie 43, même quai voie d'en face. Je répète tout, vos prochains trains partiront de la voie 43, même quai voie d'en face. Le train actuellement à quai voie 41 est maintenu en gare en raison d'une intervention de pompiers. Elle fait suite à un malaise voyageur actuellement en cours, ce train ne partira pas. Tant que cette intervention sera en cours, je vous invite donc à vous reporter voie d'en face voie 43 pour tout vos prochain départ de la ligne D.;41,05;0087271023-DCT-20230808-100213-871641d6-d2c6-402b-9de2-27c89e510754.mp3
Paris Gare du Nord RER;Tue, 08 Aug 2023 10:17:03;SN;Direct;Actuellement accueil voie 43 actuellement à quai voie 43, un train fac à destination de goussainville voie 43 actuellement à quai, un train faca à destination de goussainville pour les voyageurs patientant voie 41 et désirant prendre ce train, merci de vous diriger sur le même quai, voie d'en face. Le train actuellement à quai voie 41 ne va pas partir tout de suite. Je vous invite donc à emprunter le train à destination de goussainville, actuellement à quai voie 43.;Actuellement accueil voie 43 actuellement à quai voie 43, un train FACA à destination de goussainville voie 43 actuellement à quai, un train faca à destination de goussainville pour les voyageurs patientant voie 41 et désirant prendre ce train, merci de vous diriger sur le même quai, voie d'en face. Le train actuellement à quai voie 41 ne va pas partir tout de suite. Je vous invite donc à emprunter le train à destination de goussainville, actuellement à quai voie 43.;27,06;0087271023-DCT-20230808-101703-45dca364-d797-497f-bc89-9c8ab1e9daaa.mp3
Paris Gare du Nord RER;Tue, 08 Aug 2023 10:41:31;SN;Direct;Pour 43 vos 43 actuellement à quai, un train semi-direct à destination de l'aéroport Charles-de-Gaulle. Je vous rappelle que ce train desservira uniquement les garde, les sous bois et l'aéroport Charles de Gaulle un et 2 son terminus Platform for Free. Femme par la station, tout les sous bois. Actuellement avec 43 un train semi-direct à destination de l'aéroport Charles-de-Gaulle, ce train desservira uniquement les gares de nos sous-bois et l'aéroport Charles de Gaulle un et 2 son terminus.;Voie 43, voie 43 actuellement à quai, un train semi-direct à destination de l'aéroport Charles-de-Gaulle. Je vous rappelle que ce train desservira uniquement les gares Aulnay-sois-bois, et l'aéroport Charles de Gaulle 1 et 2 son terminus Platform for Free. Femme par la station, tout les sous bois. Actuellement avec 43 un train semi-direct à destination de l'aéroport Charles-de-Gaulle, ce train desservira uniquement les gares d'Aulnay-sous-bois et l'aéroport Charles de Gaulle 1 et 2 son terminus.;28,75;0087271023-DCT-20230808-104131-30530cf4-168c-4c8f-8066-210a93e9045a.mp3
